customer_uid,num_flights,num_trips,mode_start_city,mode_end_city,GenderCode,Age,BaseFareAmt,TotalDocAmt,discount_code,membership_length,days_booked_in_advance,upgrade_flag,class_Coach,class_Discount First Class,class_First Class,season_fall,season_spring,season_summer,season_winter,channel_Airport,channel_Outside Booking,channel_Reservations Booking,channel_SCA Website Booking,channel_SY Vacation,channel_Tour Operator Portal,conjuctive_flag,trip_type_multi,trip_type_one_way,trip_type_round_trip,avg_distance,trip_distance_type_long_distance,trip_distance_type_medium_distance,trip_distance_type_short_distance,popular_route_rank_1,popular_route_rank_2,popular_route_rank_3,popular_route_rank_4,popular_route_rank_5,popular_route_rank_6,popular_route_rank_7,popular_route_rank_8,popular_route_rank_9,popular_route_rank_10,start_city,end_city,group_size,weekend_0,weekend_1,start_midwest,start_northeast,start_rockey_mountains,start_southeast,start_west_coast,end_midwest,end_northeast,end_rockey_mountains,end_southeast,end_west_coast,temp_diff,member_Elite,member_Not Member,member_Standard
524144494E5A454C44696420493F7C20676574207468697320726967687447415252455454-M-52127.0,2,1,MSP,MSP,M,21.0,183.26,218.8,0,0.0,-68.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,21.451908396946564,0,1,0
454444494544696420493F7C2067657420746869732072696768744A4F484E-M-58146.0,2,1,MSP,MSP,M,4.0,165.58,200.0,2,0.0,-63.5,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,5.0,1,0,1,0,0,0,0,0,0,0,1,0,20.74936859214803,0,1,0
4D415454494143434944696420493F7C2067657420746869732072696768744D41545448455720434841524C4553-M-52455.0,2,1,MSP,MSP,M,19.0,368.8,418.26,2,0.0,-178.5,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,21.0,0,1,1,0,0,0,0,0,0,0,1,0,37.93271442860716,0,1,0
57494C4C49414D5344696420493F7C206765742074686973207269676874414E54484F4E59204C414D4152-M-45565.0,2,1,MSP,LAX,M,39.0,505.11,571.2,0,0.0,-17.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,3071.0,1,1,0,0,0,0,0,0,2,0,0,0,0,MSP,MSP,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
47414E474C44696420493F7C20676574207468697320726967687454494D4F544859204A-M-40198.0,4,2,MSP,MSP,M,53.0,537.68,622.0,2,0.0,-36.5,0,4,0,0,0,2,0,2,0,0,0,4,0,0,0,1,0,1,2953.0,2,2,0,0,1,0,0,2,1,0,0,0,0,MSP,LAX,1.0,2,0,2,0,0,0,0,0,0,0,0,2,15.806925113258004,0,1,0
445249455344696420493F7C2067657420746869732072696768744D415259204D41524741524554-F-53120.0,2,1,MSP,MSP,F,18.0,389.8,440.8,2,0.0,-177.0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,45.0,1,0,1,0,0,0,0,0,0,0,1,0,46.406020255063765,0,1,0
574F4C464544696420493F7C2067657420746869732072696768744144414D204348524953544F50484552-M-48591.0,2,1,LAX,LAX,M,31.0,323.72,376.2,0,0.0,-67.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,5.0,0,1,0,0,0,0,1,1,0,0,0,0,-31.081592161999893,0,1,0
5A48414F44696420493F7C2067657420746869732072696768744348554E524F4E47-F-37915.0,2,1,LAS,MSP,F,59.0,81.86,98.9,0,0.0,-71.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2599.0,0,2,0,2,0,0,0,0,0,0,0,0,0,LAS,LAS,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0
574542455244696420493F7C206765742074686973207269676874524F424552542057494C4C49414D-M-46759.0,2,1,SFO,SFO,M,35.0,331.16,377.8,0,0.0,-46.5,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,SFO,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-7.041586157960808,0,1,0
4D415956494C4C4544696420493F7C2067657420746869732072696768744B5249535449204D41524945-F-43202.0,2,1,MSP,MSP,F,44.0,0.0,0.0,2,0.0,-171.5,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,4.0,0,1,1,0,0,0,0,0,0,0,1,0,37.93271442860716,0,1,0
4D4F53455244696420493F7C206765742074686973207269676874454C495A4142455448-F-48158.0,2,1,JFK,JFK,F,32.0,484.64,543.0,2,0.0,-45.0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,2.0,0,1,0,1,0,0,0,1,0,0,0,0,-0.3047649769585376,0,1,0
5354454544696420493F7C2067657420746869732072696768744A4F4449-F-39402.0,2,1,MSP,JFK,F,56.0,206.51,233.0,0,0.0,-37.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,2057.0,0,0,2,0,0,0,2,0,0,0,0,0,0,MSP,MSP,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
48494C44454252414E4444696420493F7C2067657420746869732072696768744A4F53485541-M-50765.0,2,1,MSP,MCO,M,24.0,202.8,239.8,0,0.0,-134.0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2620.0,0,2,0,0,0,0,0,0,0,0,2,0,0,MSP,MSP,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
524943484D4F4E4444696420493F7C2067657420746869732072696768744449414E4520535553414E-F-36452.0,2,1,MSP,MSP,F,63.0,0.0,0.0,2,0.0,-86.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,4.0,1,0,1,0,0,0,0,0,0,1,0,0,5.32278174505457,0,1,0
53454C4C44696420493F7C2067657420746869732072696768744B454E4E455448-M-41806.0,2,1,MCO,MCO,M,48.0,425.11,478.8,0,0.0,-71.5,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MCO,MSP,1.0,1,0,0,0,0,1,0,1,0,0,0,0,-15.791635408852216,0,1,0
424A4F524E4441484C44696420493F7C20676574207468697320726967687453414E445241-F-31631.0,2,1,MSP,MSP,F,76.0,256.74,297.8,0,0.0,-22.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,1.0,1,0,1,0,0,0,0,0,0,0,0,1,10.887934610556186,0,1,0
4B4C49445A454A5344696420493F7C2067657420746869732072696768744D41525920414E47454C41-F-36781.0,2,1,MSP,MSP,F,62.0,297.68,341.8,0,0.0,-93.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,1.0,1,0,1,0,0,0,0,0,0,0,0,1,31.081592161999893,0,1,0
474552444544696420493F7C206765742074686973207269676874534F504849414D41524945-F-49588.0,2,1,LAX,LAX,F,27.0,366.52,415.8,0,0.0,-68.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,1.0,0,1,0,0,0,0,1,1,0,0,0,0,-3.745395993668467,0,1,0
544F4C45444F44696420493F7C206765742074686973207269676874524F53412045-F-34016.0,2,1,JFK,JFK,F,71.0,312.56,364.2,0,0.0,-17.5,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2058.0,0,0,2,0,0,1,1,0,0,0,0,0,0,JFK,MSP,2.0,1,0,0,1,0,0,0,1,0,0,0,0,-9.39246082949309,0,1,0
4E454C534F4E44696420493F7C2067657420746869732072696768744D41524741524554-F-41206.0,2,1,MSP,MSP,F,51.0,318.04,370.09,2,0.0,-36.5,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,1.0,1,0,1,0,0,0,0,0,0,0,0,1,22.597560176846244,0,1,0
464C4148455254595245474E49455244696420493F7C2067657420746869732072696768745041545249434941414E4E-F-38440.0,2,1,MSP,MSP,F,58.0,0.0,0.0,2,1771.0,-7.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,4.46591562012641,0,0,1
50494552534F4E44696420493F7C2067657420746869732072696768744B4154484C45454E-F-51801.0,2,1,MSP,MSP,F,22.0,165.58,199.8,0,0.0,-94.5,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,14.702823606665024,0,1,0
56414E4744696420493F7C2067657420746869732072696768744D415259-F-50804.0,2,1,MSP,MSP,F,24.0,398.14,450.0,2,0.0,-30.0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,2.19647049166872,0,1,0
4252454D455244696420493F7C20676574207468697320726967687444415649442050-M-37235.0,2,1,MSP,MSP,M,61.0,276.11,318.62,2,685.0,-79.0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,9.0,1,0,1,0,0,0,0,0,0,0,1,0,27.241522880720183,0,0,1
5045414C44696420493F7C2067657420746869732072696768744A45464652455920414C4C454E-M-45779.0,2,1,MSP,MSP,M,39.0,385.12,442.2,0,0.0,-22.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,1.0,1,0,1,0,0,0,0,0,1,0,0,0,2.3598678955453067,0,1,0
57495448455253504F4F4E44696420493F7C2067657420746869732072696768744A41534F4E-M-53363.0,4,2,['LAX' 'MSP'],['LAX' 'MSP'],M,18.0,360.0,426.2,2,113.0,-67.5,0,4,0,0,2,2,0,0,0,2,0,2,0,0,0,0,2,0,3071.0,2,2,0,0,0,0,0,2,2,0,0,0,0,['LAX' 'MSP'],['LAX' 'MSP'],1.0,2,0,1,0,0,0,1,1,0,0,0,1,0.0,0,1,0
4D415254494E44696420493F7C206765742074686973207269676874524F42455254204A-M-47867.0,1,1,SFO,MSP,M,33.0,171.16,206.0,0,0.0,-38.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1589.0,1,0,0,0,0,0,0,0,0,1,0,0,0,SFO,SFO,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
53414E4B455944696420493F7C2067657420746869732072696768744C554B45-M-51535.0,4,2,MSP,MSP,M,22.0,651.1600000000001,743.4000000000001,0,0.0,-96.0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,1,0,1,2599.0,0,4,0,2,2,0,0,0,0,0,0,0,0,MSP,LAS,3.5,0,2,2,0,0,0,0,0,0,2,0,0,21.451908396946564,0,1,0
4B45524B494E4E4944696420493F7C20676574207468697320726967687453554845594C41-F-39413.0,2,1,MSP,MSP,F,55.0,331.16,377.8,0,2552.0,-15.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,2.0,1,0,1,0,0,0,0,0,0,0,0,1,22.597560176846244,0,0,1
534348414546455244696420493F7C2067657420746869732072696768744252454E4441-F-39501.0,2,1,MSP,MSP,F,54.0,474.41,531.8,0,0.0,-36.5,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,1.0,1,0,1,0,0,0,0,0,0,0,1,0,37.93271442860716,0,1,0
464F5354455244696420493F7C2067657420746869732072696768744C494C4C45-F-35261.0,6,3,MSP,MSP,F,67.0,905.12,1062.2,4,207.0,-58.16666666666666,0,6,0,0,0,4,2,0,0,4,0,2,0,0,0,0,0,3,3178.0,6,0,0,0,0,0,0,0,0,3,0,3,0,MSP,SFO,1.3333333333333333,3,0,3,0,0,0,0,0,0,0,0,3,7.849163073340247,0,1,0
46494C414B44696420493F7C2067657420746869732072696768744441564944204A-M-50973.0,1,1,MCO,MSP,M,25.0,110.7,133.1,1,0.0,-75.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1310.0,0,1,0,0,0,0,0,0,0,0,0,0,1,MCO,MCO,2.0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0,1,0
42525554534B5944696420493F7C206765742074686973207269676874564C4144494D4952-M-46598.0,2,1,MSP,MSP,M,35.0,238.14,277.8,0,0.0,-33.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,1.0,1,0,1,0,0,0,0,0,0,0,1,0,29.231951737934487,0,1,0
54484F4D50534F4E44696420493F7C206765742074686973207269676874454C4C4945-F-53185.0,2,1,MSP,MSP,F,18.0,256.74,298.0,0,0.0,-24.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,3.0,1,0,1,0,0,0,0,0,1,0,0,0,5.010937019969273,0,1,0
52554E4E494E47454E44696420493F7C2067657420746869732072696768744E49434F4C45-F-49051.0,2,1,LAX,LAX,F,29.0,312.56,357.8,0,0.0,-23.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,2.0,0,1,0,0,0,0,1,1,0,0,0,0,-10.887934610556186,0,1,0
57454C4C454D5344696420493F7C2067657420746869732072696768744348524953544F50484552-M-52035.0,2,1,MSP,MSP,M,21.0,585.12,650.8,0,0.0,-26.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,1.0,1,0,1,0,0,0,0,0,0,0,0,1,22.597560176846244,0,1,0
4D434841524744696420493F7C206765742074686973207269676874524F5259-M-47003.0,4,2,JFK,['JFK' 'MSP'],M,34.0,807.44,900.6999999999999,0,0.0,-3.5,0,4,0,0,2,0,0,2,0,4,0,0,0,0,0,0,1,1,2057.5,0,0,4,0,0,3,1,0,0,0,0,0,0,JFK,['JFK' 'MSP'],1.5,2,0,0,2,0,0,0,1,1,0,0,0,-6.0271428571428585,0,1,0
534C494D4241434844696420493F7C2067657420746869732072696768745249434841524420414E54484F4E59-M-37456.0,2,1,LAX,LAX,M,61.0,226.05,271.2,0,0.0,-63.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-16.303280388625076,0,1,0
56204445204F205249424549524F44696420493F7C2067657420746869732072696768744D4152494E412049534142454C-F-51375.0,2,1,MSP,MSP,F,23.0,393.49,451.2,2,0.0,-129.5,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,1.0,1,0,1,0,0,0,0,0,0,0,1,0,37.72670667666917,0,1,0
53434845464B4F5749545A44696420493F7C2067657420746869732072696768744A414E-F-38769.0,2,1,SFO,JFK,F,57.0,166.51,200.80000000000004,0,0.0,-27.0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2618.0,1,0,1,0,0,0,1,0,0,1,0,0,0,SFO,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-3.745395993668467,0,1,0
4A554C494E44696420493F7C206765742074686973207269676874524F424552542044-M-42878.0,2,1,LAX,LAX,M,46.0,240.0,286.2,0,0.0,-32.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-10.887934610556186,0,1,0
4F4C534F4E44696420493F7C2067657420746869732072696768744441564944-M-48624.0,2,1,JFK,MSP,M,31.0,386.98,444.2,0,0.0,-14.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2057.0,0,0,2,0,0,2,0,0,0,0,0,0,0,JFK,JFK,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0,1,0
4E4943484F4C415344696420493F7C206765742074686973207269676874574154534F4E20434F4C4C494E53-M-39674.0,1,1,MCO,MSP,M,54.0,128.37,148.9,0,0.0,-50.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1310.0,0,1,0,0,0,0,0,0,0,0,0,0,1,MCO,MCO,2.0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0,1,0
434F5553494E4F44696420493F7C206765742074686973207269676874414E54484F4E59204A4F53455048-M-46836.0,2,1,MSP,MSP,M,34.0,379.54,429.8,0,0.0,-78.0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,1.0,1,0,1,0,0,0,0,0,0,0,1,0,15.791635408852216,0,1,0
5341444951554544696420493F7C20676574207468697320726967687452414959414E-M-46401.0,2,1,LAX,MSP,M,35.0,343.26,379.9,0,0.0,0.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,3071.0,1,1,0,0,0,0,0,2,0,0,0,0,0,LAX,LAX,2.0,1,0,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
4249545A455244696420493F7C2067657420746869732072696768744A4F594345-F-30756.0,2,1,MSP,MSP,F,80.0,232.56,278.2,2,0.0,-69.5,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2056.0,0,0,2,0,0,1,1,0,0,0,0,0,0,MSP,JFK,2.0,1,0,1,0,0,0,0,0,1,0,0,0,3.9623072196620654,0,1,0
4D415253594C4144696420493F7C2067657420746869732072696768745041545249434B-M-38954.0,2,1,MSP,MSP,M,57.0,379.54,430.0,0,0.0,-20.5,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,2.0,1,0,1,0,0,0,0,0,0,1,0,0,14.702823606665024,0,1,0
524559455344696420493F7C2067657420746869732072696768744D4158494D4F2045-M-59524.0,2,1,JFK,LAX,M,0.0,140.47,172.8,0,0.0,-47.5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2565.0,1,0,1,0,0,1,0,0,1,0,0,0,0,JFK,MSP,1.0,1,0,0,1,0,0,0,1,0,0,0,0,-2.3598678955453067,0,1,0
4A414D4144696420493F7C2067657420746869732072696768744B4142554C2041-F-36401.0,4,2,['LAX' 'MSP'],MSP,F,64.0,1086.41,1226.0,1,0.0,-26.75,0,2,0,2,0,2,2,0,0,0,0,4,0,0,0,0,1,1,3071.0,2,2,0,0,0,0,0,3,1,0,0,0,0,['LAX' 'MSP'],LAX,1.0,2,0,1,0,0,0,1,0,0,0,0,2,1.7494064188636005,0,1,0
53574152545A455244696420493F7C20676574207468697320726967687442454E-M-43272.0,4,2,MSP,MSP,M,45.0,533.03,623.2,4,0.0,-39.5,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,2327.5,0,2,2,1,1,1,1,0,0,0,0,0,0,MSP,['JFK' 'LAS'],3.5,2,0,2,0,0,0,0,0,1,1,0,0,3.684093444026225,0,1,0
434F4E46455244696420493F7C20676574207468697320726967687453415241204D41524945-F-48337.0,2,1,MSP,MSP,F,31.0,348.84,397.0,0,0.0,-36.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,1.0,1,0,1,0,0,0,0,0,0,0,0,1,3.4988128377272005,0,1,0
5348414646455244696420493F7C2067657420746869732072696768744D454C4953534120414E4E41-F-46890.0,2,1,MSP,MSP,F,34.0,320.0,365.8,0,0.0,-40.0,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,2.0,1,0,1,0,0,0,0,0,0,0,1,0,12.63118279569892,0,1,0
4C4542524F4E524F4D414E44696420493F7C2067657420746869732072696768744E4F5242454C-M-46897.0,2,1,LAX,JFK,M,36.0,285.58,329.6,0,0.0,-2.0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2564.0,0,1,1,0,0,0,1,1,0,0,0,0,0,LAX,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-22.597560176846244,0,1,0
444541445944696420493F7C2067657420746869732072696768744D415454484557-M-50187.0,2,1,MSP,MSP,M,26.0,189.76,248.0,0,0.0,-56.0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,5.777702536321094,0,1,0
56414E4744696420493F7C206765742074686973207269676874444155-M-36592.0,2,1,MSP,MSP,M,63.0,289.3,333.0,0,0.0,-78.0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,3178.0,2,0,0,0,0,0,0,0,0,1,0,1,0,MSP,SFO,2.0,1,0,1,0,0,0,0,0,0,0,0,1,7.041586157960808,0,1,0
4B4953544E455244696420493F7C2067657420746869732072696768745259414E-M-47093.0,3,2,['MSP' 'SFO'],SFO,M,35.0,412.1,485.3,0,0.0,-40.25,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,2383.5,3,0,0,0,0,0,0,0,0,1,0,2,0,['MSP' 'SFO'],MSP,1.0,2,0,1,0,0,0,1,2,0,0,0,0,-5.443967305278093,0,1,0
484F47414E44696420493F7C2067657420746869732072696768744B41544859-F-33650.0,2,1,MSP,MSP,F,70.0,465.12,521.6,0,0.0,-121.5,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2620.0,0,2,0,0,0,0,0,0,0,0,1,0,1,MSP,MCO,5.0,0,1,1,0,0,0,0,0,0,0,1,0,37.93271442860716,0,1,0
534147455244696420493F7C2067657420746869732072696768744D415254494E204C-M-39778.0,2,1,MSP,MSP,M,54.0,327.44,374.0,0,0.0,-16.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,20.185742427973405,0,1,0
47414C4C555344696420493F7C206765742074686973207269676874464159-F-39570.0,12,6,['LAS' 'MSP'],['LAS' 'MSP'],F,56.0,515.35,619.0,6,2018.0,-97.16666666666669,0,12,0,0,2,0,2,8,0,0,0,12,0,0,0,0,6,0,2599.0,0,12,0,6,6,0,0,0,0,0,0,0,0,['LAS' 'MSP'],['LAS' 'MSP'],1.6666666666666667,4,2,3,0,3,0,0,3,0,3,0,0,0.0,0,0,1
53564154494B4F564144696420493F7C206765742074686973207269676874414E4E41-F-46281.0,2,1,MSP,MSP,F,37.0,406.5,459.0,2,0.0,-19.5,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,MSP,LAX,1.0,1,0,1,0,0,0,0,0,0,0,0,1,3.745395993668467,0,1,0
5249564554544341524E414344696420493F7C2067657420746869732072696768744E4154414C494120414E4E45-F-48300.0,4,2,JFK,JFK,F,30.0,1266.98,1427.4,0,0.0,-17.0,1,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,2058.0,0,0,4,0,0,2,2,0,0,0,0,0,0,JFK,MSP,1.0,2,0,0,2,0,0,0,2,0,0,0,0,-7.126344086021502,0,1,0
504C4144696420493F7C20676574207468697320726967687454494646414E594D41524945-F-53589.0,2,1,LAX,LAX,F,17.0,519.99,587.2,0,0.0,-16.0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,1.0,1,0,0,0,0,0,1,1,0,0,0,0,-5.4358413842039255,0,1,0
53484552454B44696420493F7C2067657420746869732072696768744B52495354494E45-F-42914.0,2,1,MSP,MCO,F,47.0,395.22,453.06,0,0.0,-134.0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2620.0,0,2,0,0,0,0,0,0,0,0,2,0,0,MSP,MSP,12.0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0
484F46464D414E44696420493F7C2067657420746869732072696768744252454E444120535545-F-39931.0,2,1,MSP,MSP,F,53.0,275.34,317.8,0,0.0,-111.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,0,1,1,0,0,0,0,0,0,1,0,0,2.19647049166872,0,1,0
44454C43494444696420493F7C2067657420746869732072696768744348524953544F5048455220414E44524557-M-54078.0,2,1,LAX,LAX,M,15.0,362.8,411.8,0,0.0,-88.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,3071.0,1,1,0,0,0,0,0,1,1,0,0,0,0,LAX,MSP,2.0,1,0,0,0,0,0,1,1,0,0,0,0,-3.745395993668467,0,1,0
4B48414E44696420493F7C2067657420746869732072696768744641525A414E4120534841524946-F-46592.0,2,1,LAX,MSP,F,35.0,328.72,364.27,2,0.0,-25.0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,3071.0,1,1,0,0,0,0,0,2,0,0,0,0,0,LAX,LAX,6.0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0
48414E434F434B2054534F4944696420493F7C20676574207468697320726967687447454F5247494120414E4E41-F-42653.0,2,1,MSP,MSP,F,47.0,212.1,256.2,0,0.0,-48.5,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,2.0,0,1,1,0,0,0,0,0,0,1,0,0,6.755105474841997,0,1,0
424F52524D414E44696420493F7C206765742074686973207269676874474152592057494C4C49414D-M-36044.0,2,1,MSP,MSP,M,64.0,277.2,319.8,0,0.0,-154.5,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,1.0,1,0,1,0,0,0,0,0,0,1,0,0,6.755105474841997,0,1,0
424543484C5944696420493F7C20676574207468697320726967687452495441-F-38569.0,2,1,MSP,MSP,F,58.0,196.28,233.0,0,0.0,-75.5,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2599.0,0,2,0,1,1,0,0,0,0,0,0,0,0,MSP,LAS,5.0,1,0,1,0,0,0,0,0,0,1,0,0,2.19647049166872,0,1,0
